0.32,0.0
0.37,0.0
0.48,0.0
0.44,0.0
0.41,0.0
0.37,0.0
0.27,0.0
0.25,0.0
0.16,0.0
0.17,0.0
0.12,0.0
0.13,0.0
0.13,0.0
0.09,0.0
0.12,0.0
0.09,0.0
0.11,0.0
0.11,0.0
0.06,0.0
0.07,0.0
0.03,0.0
0.06,0.0
0.02,0.0
0.02,0.0
0.02,0.0
-0.05,0.0
-0.03,0.0
-0.08,0.0
-0.05,0.0
-0.07,0.0
-0.05,0.0
-0.05,0.0
-0.06,0.0
0.0,0.0
-0.04,0.0
0.02,0.0
0.03,0.0
0.03,0.0
0.11,0.0
0.13,0.0
0.17,0.0
0.16,0.0
0.26,0.0
0.41,0.0
0.45,0.0
0.38,0.0
0.53,0.0
0.47,0.0
0.45,0.0
0.36,0.0
0.21,0.0
0.12,0.0
0.06,0.0
0.02,0.0
0.05,0.0
0.04,0.0
0.04,0.0
0.07,0.0
0.02,0.0
0.09,0.0
0.08,0.0
0.09,0.0
0.11,0.0
0.08,0.0
-0.26,0.0
0.375,0.0
1.01,0.0
1.645,0.0
2.28,0.0
1.87,0.0
1.23,0.0
0.59,0.0
-0.05,0.0
-0.68,0.0
-0.64,0.0
-0.6,0.0
-0.6,0.0
-0.64,0.0
-0.65,0.0
-0.67,0.0
-0.7,0.0
-0.66,0.0
-0.75,0.0
-0.73,0.0
-0.8,0.0
-0.79,0.0
-0.82,0.0
-0.82,0.0
-0.79,0.0
-0.78,0.0
-0.71,0.0
-0.67,0.0
-0.56,0.0
-0.45,0.0
-0.35,0.0
-0.16,0.0
-0.04,0.0
0.15,0.0
0.24,0.0
0.35,0.0
0.37,0.0
0.29,0.0
0.31,0.0
0.19,0.0
0.15,0.0
0.1,0.0
0.05,0.0
0.02,0.0
0.0,0.0
0.01,0.0
-0.03,0.0
0.01,0.0
-0.04,0.0
-0.02,0.0
-0.01,0.0
-0.08,0.0
0.0,0.0
-0.05,0.0
-0.05,0.0
-0.05,0.0
-0.06,0.0
-0.08,0.0
-0.16,0.0
-0.13,0.0
-0.16,0.0
-0.17,0.0
-0.17,0.0
-0.2,0.0
-0.17,0.0
-0.21,0.0
-0.16,0.0
-0.15,0.0
-0.12,0.0
-0.1,0.0
-0.14,0.0
-0.03,0.0
-0.07,0.0
0.03,0.0
0.02,0.0
0.02,0.0
0.17,0.0
0.3,0.0
0.17,0.0
0.37,0.0
0.23,0.0
0.3,0.0
0.14,0.0
0.03,0.0
-0.08,0.0
-0.13,0.0
-0.11,0.0
-0.19,0.0
-0.14,0.0
-0.21,0.0
-0.12,0.0
-0.17,0.0
-0.15,0.0
-0.12,0.0
-0.15,0.0
-0.08,0.0
-0.12,0.0
-0.36,0.0
0.0,0.0
0.635,0.0
1.27,0.0
1.905,0.0
2.54,0.0
1.9,0.0
1.26,0.0
0.62,0.0
-0.02,0.0
-0.66,0.0
-0.75,0.0
-0.71,0.0
-0.75,0.0
-0.79,0.0
-0.77,0.0
-0.86,0.0
-0.83,0.0
-0.88,0.0
-0.85,0.0
-0.91,0.0
-0.9,0.0
-0.89,0.0
-0.9,0.0
-0.87,0.0
-0.87,0.0
-0.77,0.0
-0.7,0.0
-0.59,0.0
-0.43,0.0
-0.33,0.0
-0.14,0.0
0.0,0.0
0.13,0.0
0.27,0.0
0.28,0.0
0.28,0.0
0.21,0.0
0.19,0.0
0.11,0.0
0.05,0.0
0.05,0.0
-0.02,0.0
-0.02,0.0
-0.06,0.0
-0.07,0.0
-0.07,0.0
-0.09,0.0
-0.08,0.0
-0.09,0.0
-0.06,0.0
-0.09,0.0
-0.09,0.0
-0.09,0.0
-0.14,0.0
-0.1,0.0
-0.15,0.0
-0.14,0.0
-0.13,0.0
-0.15,0.0
-0.1,0.0
-0.11,0.0
-0.07,0.0
-0.08,0.0
-0.08,0.0
-0.03,0.0
-0.07,0.0
-0.05,0.0
-0.07,0.0
-0.05,0.0
-0.03,0.0
0.0,0.0
0.06,0.0
0.07,0.0
0.12,0.0
0.11,0.0
0.23,0.0
0.42,0.0
0.25,0.0
0.43,0.0
0.3,0.0
0.35,0.0
0.24,0.0
0.03,0.0
0.02000000000000004,1.0
-0.05075661314699403,1.0
-0.09268111572822443,1.0
-0.08999999999999975,1.0
-0.06161894804252627,1.0
-0.04179223179154736,1.0
-0.049999999999999885,1.0
-0.07727634107348128,1.0
-0.09908885693333769,1.0
-0.10000000000000017,1.0
-0.08621652140057653,1.0
-0.07601167270851052,1.0
-0.07999999999999997,1.0
-0.09174223290777915,1.0
-0.09694145189671402,1.0
-0.09000000000000007,1.0
-0.07987514601825224,1.0
-0.07936777533478381,1.0
-0.09000000000000004,1.0
-0.09949598936924187,1.0
-0.09533962916429316,1.0
-0.08000000000000002,1.0
-0.07031579133154246,1.0
-0.07954982544917671,1.0
-0.10000000000000006,1.0
-0.10617635761408316,1.0
-0.07918240497065507,1.0
-0.030000000000000276,1.0
0.003516377099505203,1.0
-0.011698012535561846,1.0
-0.06999999999999992,1.0
-0.12398988359363075,1.0
-0.12077697823523523,1.0
-0.04999999999999999,1.0
0.038493160387664725,1.0
0.06698629126179803,1.0
-0.00999999999999977,1.0
-0.16537467816040735,1.0
-0.3121683334704105,1.0
-0.35999999999999976,1.0
-0.2714196483223241,1.0
-0.07650911884218013,1.0
0.16000000000000014,1.0
0.38734959305506533,1.0
0.5938421534631243,1.0
0.7949999999999999,1.0
1.0047329770543956,1.0
1.2199628870365,1.0
1.4299999999999995,1.0
1.634412446203116,1.0
1.844881635227098,1.0
2.0649999999999995,1.0
2.267797953811824,1.0
2.3973175601422096,1.0
2.3999999999999995,1.0
2.2629189248517725,1.0
2.0265807018054613,1.0
1.76,1.0
1.5174984605889208,1.0
1.3114586265843662,1.0
1.1199999999999999,1.0
